/home/oliver/anaconda3/envs/pytorch/bin/python /home/oliver/PycharmProjects/StereoNet/pretrain-sceneflow/sceneflow-pretrain.py
-- model using stereonet --
-- no checkpoint --
Number of model parameters: 424610
This is 0-th epoch
learning rate : 0.001000
/home/oliver/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/_reduction.py:49: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
Iter 720 training loss = 4.136 , time = 0.45
Iter 740 training loss = 5.406 , time = 0.44
Iter 760 training loss = 5.074 , time = 0.44
Iter 780 training loss = 6.176 , time = 0.45
Iter 800 training loss = 4.595 , time = 0.44
Iter 820 training loss = 4.691 , time = 0.44
Iter 840 training loss = 5.136 , time = 0.44
Iter 860 training loss = 4.049 , time = 0.44
Iter 880 training loss = 4.290 , time = 0.44
Iter 900 training loss = 4.117 , time = 0.44
Iter 920 training loss = 4.422 , time = 0.44
Iter 940 training loss = 4.687 , time = 0.44
Iter 960 training loss = 6.928 , time = 0.44
Iter 980 training loss = 3.686 , time = 0.44
Iter 1000 training loss = 4.799 , time = 0.44
Iter 1020 training loss = 5.141 , time = 0.45
Iter 1040 training loss = 6.906 , time = 0.44
Iter 1060 training loss = 6.963 , time = 0.44
Iter 1080 training loss = 5.594 , time = 0.44
Iter 1100 training loss = 5.739 , time = 0.44
Iter 1120 training loss = 4.597 , time = 0.44
Iter 1140 training loss = 5.576 , time = 0.44
Iter 1160 training loss = 4.393 , time = 0.44
Iter 1180 training loss = 7.488 , time = 0.44
Iter 1200 training loss = 5.482 , time = 0.44
Iter 1220 training loss = 5.082 , time = 0.44
Iter 1240 training loss = 4.729 , time = 0.44
Iter 1260 training loss = 4.843 , time = 0.44
Iter 1280 training loss = 5.192 , time = 0.44
Iter 1300 training loss = 3.820 , time = 0.44
Iter 1320 training loss = 3.912 , time = 0.44
Iter 1340 training loss = 4.488 , time = 0.45
Iter 1360 training loss = 5.843 , time = 0.44
Iter 1380 training loss = 3.862 , time = 0.44
Iter 1400 training loss = 4.234 , time = 0.44
Iter 1420 training loss = 5.988 , time = 0.44
Iter 1440 training loss = 6.068 , time = 0.45
Iter 1460 training loss = 4.212 , time = 0.44
Iter 1480 training loss = 5.456 , time = 0.44
Iter 1500 training loss = 4.255 , time = 0.44
Iter 1520 training loss = 4.598 , time = 0.44
Iter 1540 training loss = 3.710 , time = 0.44
Iter 1560 training loss = 4.823 , time = 0.44
Iter 1580 training loss = 3.752 , time = 0.44
Iter 1600 training loss = 4.670 , time = 0.44
Iter 1620 training loss = 6.817 , time = 0.44
Iter 1640 training loss = 5.039 , time = 0.44
Iter 1660 training loss = 4.058 , time = 0.44
Iter 1680 training loss = 4.628 , time = 0.44
Iter 1700 training loss = 4.822 , time = 0.44
Iter 1720 training loss = 4.813 , time = 0.44
Iter 1740 training loss = 3.206 , time = 0.44
Iter 1760 training loss = 3.980 , time = 0.44
Iter 1780 training loss = 4.672 , time = 0.44
Iter 1800 training loss = 8.097 , time = 0.44
Iter 1820 training loss = 3.706 , time = 0.44
Iter 1840 training loss = 5.531 , time = 0.44
Iter 1860 training loss = 4.062 , time = 0.44
Iter 1880 training loss = 5.724 , time = 0.44
Iter 1900 training loss = 5.597 , time = 0.44
Iter 1920 training loss = 6.467 , time = 0.44
Iter 1940 training loss = 4.293 , time = 0.44
Iter 1960 training loss = 4.443 , time = 0.44
Iter 1980 training loss = 3.484 , time = 0.44
Iter 2000 training loss = 5.349 , time = 0.44
Iter 2020 training loss = 3.996 , time = 0.44
Iter 2040 training loss = 5.138 , time = 0.44
Iter 2060 training loss = 3.325 , time = 0.44
Iter 2080 training loss = 4.890 , time = 0.44
Iter 2100 training loss = 4.167 , time = 0.44
Iter 2120 training loss = 6.975 , time = 0.44
Iter 2140 training loss = 5.789 , time = 0.44
Iter 2160 training loss = 3.929 , time = 0.44
Iter 2180 training loss = 3.638 , time = 0.44
Iter 2200 training loss = 5.980 , time = 0.44
epoch 10 total training loss = 4.916
This is 11-th epoch
learning rate : 0.000314
Iter 0 training loss = 4.553 , time = 0.47
Iter 20 training loss = 6.619 , time = 0.44
Iter 40 training loss = 5.139 , time = 0.44
Iter 60 training loss = 4.230 , time = 0.44
Iter 80 training loss = 6.438 , time = 0.44
Iter 100 training loss = 5.048 , time = 0.44
Iter 120 training loss = 3.547 , time = 0.44
Iter 140 training loss = 4.685 , time = 0.44
Iter 160 training loss = 5.485 , time = 0.44
Iter 180 training loss = 5.860 , time = 0.44
Iter 200 training loss = 4.427 , time = 0.44
Iter 220 training loss = 4.325 , time = 0.45
Iter 240 training loss = 5.856 , time = 0.44
Iter 260 training loss = 3.690 , time = 0.44
Iter 280 training loss = 5.376 , time = 0.44
Iter 300 training loss = 4.834 , time = 0.44
Iter 320 training loss = 5.366 , time = 0.44
Iter 340 training loss = 4.237 , time = 0.44
Iter 360 training loss = 5.557 , time = 0.44
Iter 380 training loss = 4.428 , time = 0.44
Iter 400 training loss = 5.055 , time = 0.44
Iter 420 training loss = 4.988 , time = 0.44
Iter 440 training loss = 3.895 , time = 0.44
Iter 460 training loss = 3.310 , time = 0.44
Iter 480 training loss = 4.702 , time = 0.44
Iter 500 training loss = 3.217 , time = 0.44
Iter 520 training loss = 4.745 , time = 0.44
Iter 540 training loss = 4.403 , time = 0.44
Iter 560 training loss = 4.697 , time = 0.44
Iter 580 training loss = 3.401 , time = 0.44
Iter 600 training loss = 3.231 , time = 0.44
Iter 620 training loss = 5.375 , time = 0.44
Iter 640 training loss = 4.135 , time = 0.44
Iter 660 training loss = 4.824 , time = 0.44
Iter 680 training loss = 4.327 , time = 0.44
Iter 700 training loss = 6.760 , time = 0.44
Iter 720 training loss = 4.532 , time = 0.44
Iter 740 training loss = 4.092 , time = 0.44
Iter 760 training loss = 6.675 , time = 0.44
Iter 780 training loss = 4.529 , time = 0.44
Iter 800 training loss = 5.628 , time = 0.44
Iter 820 training loss = 3.539 , time = 0.44
Iter 840 training loss = 4.563 , time = 0.44
Iter 860 training loss = 3.934 , time = 0.44
Iter 880 training loss = 4.932 , time = 0.44
Iter 900 training loss = 3.173 , time = 0.44
Iter 920 training loss = 4.139 , time = 0.44
Iter 940 training loss = 4.113 , time = 0.44
Iter 960 training loss = 4.806 , time = 0.44
Iter 980 training loss = 4.151 , time = 0.44
Iter 1000 training loss = 2.965 , time = 0.44
Iter 1020 training loss = 4.920 , time = 0.44
Iter 1040 training loss = 6.611 , time = 0.44
Iter 1060 training loss = 4.913 , time = 0.44
Iter 1080 training loss = 4.126 , time = 0.44
Iter 1100 training loss = 4.194 , time = 0.44
Iter 1120 training loss = 5.718 , time = 0.44
Iter 1140 training loss = 4.111 , time = 0.44
Iter 1160 training loss = 3.755 , time = 0.44
Iter 1180 training loss = 5.279 , time = 0.44
Iter 1200 training loss = 4.142 , time = 0.44
Iter 1220 training loss = 5.147 , time = 0.44
Iter 1240 training loss = 4.030 , time = 0.44
Iter 1260 training loss = 4.757 , time = 0.44
Iter 1280 training loss = 3.599 , time = 0.44
Iter 1300 training loss = 4.622 , time = 0.44
Iter 1320 training loss = 4.732 , time = 0.44
Iter 1340 training loss = 6.004 , time = 0.44
Iter 1360 training loss = 4.115 , time = 0.44
Iter 1380 training loss = 3.763 , time = 0.44
Iter 1400 training loss = 3.928 , time = 0.44
Iter 1420 training loss = 5.501 , time = 0.44
Iter 1440 training loss = 5.142 , time = 0.44
Iter 1460 training loss = 4.283 , time = 0.44
Iter 1480 training loss = 4.139 , time = 0.44
Iter 1500 training loss = 5.716 , time = 0.44
Iter 1520 training loss = 4.944 , time = 0.44
Iter 1540 training loss = 5.245 , time = 0.44
Iter 1560 training loss = 4.492 , time = 0.44
Iter 1580 training loss = 3.697 , time = 0.44
Iter 1600 training loss = 4.426 , time = 0.44
Iter 1620 training loss = 5.853 , time = 0.44
Iter 1640 training loss = 5.753 , time = 0.44
Iter 1660 training loss = 6.371 , time = 0.44
Iter 1680 training loss = 4.926 , time = 0.44
Iter 1700 training loss = 4.050 , time = 0.44
Iter 1720 training loss = 4.159 , time = 0.44
Iter 1740 training loss = 4.141 , time = 0.44
Iter 1760 training loss = 6.851 , time = 0.44
Iter 1780 training loss = 4.318 , time = 0.44
Iter 1800 training loss = 4.141 , time = 0.44
Iter 1820 training loss = 5.148 , time = 0.44
Iter 1840 training loss = 5.281 , time = 0.44
Iter 1860 training loss = 4.066 , time = 0.44
Iter 1880 training loss = 3.432 , time = 0.44
Iter 1900 training loss = 5.992 , time = 0.44
Iter 1920 training loss = 4.772 , time = 0.44
Iter 1940 training loss = 6.530 , time = 0.44
Iter 1960 training loss = 5.675 , time = 0.44
Iter 1980 training loss = 5.044 , time = 0.44
Iter 2000 training loss = 4.793 , time = 0.44
Iter 2020 training loss = 3.398 , time = 0.44
Iter 2040 training loss = 3.969 , time = 0.44
Iter 2060 training loss = 4.370 , time = 0.44
Iter 2080 training loss = 6.397 , time = 0.44
Iter 2100 training loss = 4.166 , time = 0.44
Iter 2120 training loss = 3.802 , time = 0.44
Iter 2140 training loss = 3.885 , time = 0.44
Iter 2160 training loss = 4.986 , time = 0.44
Iter 2180 training loss = 4.119 , time = 0.44
Iter 2200 training loss = 4.231 , time = 0.44
epoch 11 total training loss = 4.756
This is 12-th epoch
learning rate : 0.000282
Iter 0 training loss = 4.514 , time = 0.47
Iter 20 training loss = 6.450 , time = 0.45
Iter 40 training loss = 3.479 , time = 0.44
Iter 60 training loss = 5.371 , time = 0.44
Iter 80 training loss = 5.642 , time = 0.44
Iter 100 training loss = 2.694 , time = 0.45
Iter 120 training loss = 4.432 , time = 0.44
Iter 140 training loss = 3.590 , time = 0.44
Iter 160 training loss = 2.798 , time = 0.44
Iter 180 training loss = 4.301 , time = 0.44
Iter 200 training loss = 6.261 , time = 0.44
Iter 220 training loss = 4.073 , time = 0.44
Iter 240 training loss = 3.597 , time = 0.44
Iter 260 training loss = 3.888 , time = 0.44
Iter 280 training loss = 4.368 , time = 0.44
Iter 300 training loss = 3.911 , time = 0.44
Iter 320 training loss = 4.390 , time = 0.44
Iter 340 training loss = 4.744 , time = 0.44
Iter 360 training loss = 4.691 , time = 0.44
Iter 380 training loss = 4.340 , time = 0.44
Iter 400 training loss = 4.458 , time = 0.44
Iter 420 training loss = 2.731 , time = 0.44
Iter 440 training loss = 4.807 , time = 0.44
Iter 460 training loss = 4.884 , time = 0.44
Iter 480 training loss = 4.598 , time = 0.44
Iter 500 training loss = 4.681 , time = 0.44
Iter 520 training loss = 3.764 , time = 0.44
Iter 540 training loss = 4.365 , time = 0.44
Iter 560 training loss = 5.926 , time = 0.44
Iter 580 training loss = 5.498 , time = 0.44
Iter 600 training loss = 4.210 , time = 0.44
Iter 620 training loss = 3.976 , time = 0.44
Iter 640 training loss = 3.590 , time = 0.44
Iter 660 training loss = 4.231 , time = 0.44
Iter 680 training loss = 3.613 , time = 0.44
Iter 700 training loss = 6.251 , time = 0.44
Iter 720 training loss = 4.095 , time = 0.44
Iter 740 training loss = 4.792 , time = 0.44
Iter 760 training loss = 3.862 , time = 0.44
Iter 780 training loss = 5.678 , time = 0.44
Iter 800 training loss = 5.938 , time = 0.44
Iter 820 training loss = 4.094 , time = 0.44
Iter 840 training loss = 4.870 , time = 0.44
Iter 860 training loss = 5.132 , time = 0.44
Iter 880 training loss = 4.022 , time = 0.44
Iter 900 training loss = 3.624 , time = 0.44
Iter 920 training loss = 5.785 , time = 0.44
Iter 940 training loss = 4.233 , time = 0.44
Iter 960 training loss = 6.000 , time = 0.44
Iter 980 training loss = 4.792 , time = 0.44
Iter 1000 training loss = 6.627 , time = 0.44
Iter 1020 training loss = 7.518 , time = 0.44
Iter 1040 training loss = 4.643 , time = 0.44
Iter 1060 training loss = 3.984 , time = 0.44
Iter 1080 training loss = 3.606 , time = 0.44
Iter 1100 training loss = 4.403 , time = 0.45
Iter 1120 training loss = 3.648 , time = 0.44
Iter 1140 training loss = 4.579 , time = 0.44
Iter 1160 training loss = 3.343 , time = 0.44
Iter 1180 training loss = 4.270 , time = 0.44
Iter 1200 training loss = 4.670 , time = 0.44
Iter 1220 training loss = 4.711 , time = 0.45
Iter 1240 training loss = 4.881 , time = 0.44
Iter 1260 training loss = 5.689 , time = 0.44
Iter 1280 training loss = 4.595 , time = 0.44
Iter 1300 training loss = 6.558 , time = 0.45
Iter 1320 training loss = 3.762 , time = 0.44
Iter 1340 training loss = 3.646 , time = 0.44
Iter 1360 training loss = 3.963 , time = 0.44
Iter 1380 training loss = 3.124 , time = 0.44
Iter 1400 training loss = 4.172 , time = 0.44
Iter 1420 training loss = 3.851 , time = 0.44
Iter 1440 training loss = 4.496 , time = 0.44
Iter 1460 training loss = 4.356 , time = 0.44
Iter 1480 training loss = 3.680 , time = 0.44
Iter 1500 training loss = 3.494 , time = 0.44
Iter 1520 training loss = 4.148 , time = 0.44
Iter 1540 training loss = 3.710 , time = 0.44
Iter 1560 training loss = 4.284 , time = 0.45
Iter 1580 training loss = 3.816 , time = 0.44
Iter 1600 training loss = 4.464 , time = 0.44
Iter 1620 training loss = 3.627 , time = 0.44
Iter 1640 training loss = 4.510 , time = 0.44
Iter 1660 training loss = 6.425 , time = 0.44
Iter 1680 training loss = 3.403 , time = 0.44
Iter 1700 training loss = 4.617 , time = 0.44
Iter 1720 training loss = 4.866 , time = 0.44
Iter 1740 training loss = 5.634 , time = 0.44
Iter 1760 training loss = 3.150 , time = 0.44
Iter 1780 training loss = 4.213 , time = 0.44
Iter 1800 training loss = 3.830 , time = 0.44
Iter 1820 training loss = 3.708 , time = 0.44
Iter 1840 training loss = 6.644 , time = 0.44
Iter 1860 training loss = 4.696 , time = 0.44
Iter 1880 training loss = 3.455 , time = 0.44
Iter 1900 training loss = 5.587 , time = 0.44
Iter 1920 training loss = 4.744 , time = 0.44
Iter 1940 training loss = 4.838 , time = 0.44
Iter 1960 training loss = 4.412 , time = 0.44
Iter 1980 training loss = 4.510 , time = 0.44
Iter 2000 training loss = 4.222 , time = 0.45
Iter 2020 training loss = 6.057 , time = 0.44
Iter 2040 training loss = 5.736 , time = 0.44
Iter 2060 training loss = 3.875 , time = 0.44
Iter 2080 training loss = 4.386 , time = 0.44
Iter 2100 training loss = 5.335 , time = 0.44
Iter 2120 training loss = 4.064 , time = 0.44
Iter 2140 training loss = 3.785 , time = 0.44
Iter 2160 training loss = 5.627 , time = 0.44
Iter 2180 training loss = 6.825 , time = 0.44
Iter 2200 training loss = 6.156 , time = 0.44
epoch 12 total training loss = 4.621
This is 13-th epoch
learning rate : 0.000254
Iter 0 training loss = 2.766 , time = 0.50
Iter 20 training loss = 6.297 , time = 0.44
Iter 40 training loss = 5.145 , time = 0.44
Iter 60 training loss = 6.346 , time = 0.44
Iter 80 training loss = 3.988 , time = 0.44
Iter 100 training loss = 4.054 , time = 0.44
Iter 120 training loss = 4.066 , time = 0.44
Iter 140 training loss = 4.020 , time = 0.44
Iter 160 training loss = 3.666 , time = 0.44
Iter 180 training loss = 2.865 , time = 0.44
Iter 200 training loss = 3.532 , time = 0.44
Iter 220 training loss = 3.919 , time = 0.44
Iter 240 training loss = 3.911 , time = 0.44
Iter 260 training loss = 6.242 , time = 0.44
Iter 280 training loss = 6.574 , time = 0.44
Iter 300 training loss = 5.809 , time = 0.44
Iter 320 training loss = 3.685 , time = 0.44
Iter 340 training loss = 4.933 , time = 0.44
Iter 360 training loss = 3.127 , time = 0.44
Iter 380 training loss = 6.600 , time = 0.45
Iter 400 training loss = 6.178 , time = 0.44
Iter 420 training loss = 3.728 , time = 0.44
Iter 440 training loss = 5.122 , time = 0.44
Iter 460 training loss = 3.273 , time = 0.45
Iter 480 training loss = 5.431 , time = 0.44
Iter 500 training loss = 4.605 , time = 0.44
Iter 520 training loss = 3.287 , time = 0.44
Iter 540 training loss = 3.997 , time = 0.44
Iter 560 training loss = 3.823 , time = 0.44
Iter 580 training loss = 3.392 , time = 0.45
Iter 600 training loss = 4.172 , time = 0.44
Iter 620 training loss = 4.032 , time = 0.44
Iter 640 training loss = 3.647 , time = 0.44
Iter 660 training loss = 4.066 , time = 0.44
Iter 680 training loss = 4.072 , time = 0.45
Iter 700 training loss = 4.305 , time = 0.45
Iter 720 training loss = 3.196 , time = 0.44
Iter 740 training loss = 4.217 , time = 0.44
Iter 760 training loss = 4.832 , time = 0.44
Iter 780 training loss = 4.398 , time = 0.44
Iter 800 training loss = 4.877 , time = 0.44
Iter 820 training loss = 3.782 , time = 0.44
Iter 840 training loss = 5.648 , time = 0.44
Iter 860 training loss = 4.814 , time = 0.44
Iter 880 training loss = 4.004 , time = 0.44
Iter 900 training loss = 5.009 , time = 0.44
Iter 920 training loss = 7.046 , time = 0.44
Iter 940 training loss = 6.382 , time = 0.44
Iter 960 training loss = 2.725 , time = 0.44
Iter 980 training loss = 3.228 , time = 0.44
Iter 1000 training loss = 3.703 , time = 0.44
Iter 1020 training loss = 7.150 , time = 0.44
Iter 1040 training loss = 3.968 , time = 0.44
Iter 1060 training loss = 4.110 , time = 0.44
Iter 1080 training loss = 5.636 , time = 0.44
Iter 1100 training loss = 3.695 , time = 0.44
Iter 1120 training loss = 5.251 , time = 0.44
Iter 1140 training loss = 4.854 , time = 0.44
Iter 1160 training loss = 4.091 , time = 0.44
Iter 1180 training loss = 4.283 , time = 0.44
Iter 1200 training loss = 3.794 , time = 0.44
Iter 1220 training loss = 4.819 , time = 0.44
Iter 1240 training loss = 4.328 , time = 0.44
Iter 1260 training loss = 4.033 , time = 0.44
Iter 1280 training loss = 3.390 , time = 0.44
Iter 1300 training loss = 4.091 , time = 0.44
Iter 1320 training loss = 5.673 , time = 0.44
Iter 1340 training loss = 4.329 , time = 0.44
Iter 1360 training loss = 4.105 , time = 0.44
Iter 1380 training loss = 4.727 , time = 0.44
Iter 1400 training loss = 5.430 , time = 0.44
Iter 1420 training loss = 5.875 , time = 0.44
Iter 1440 training loss = 3.403 , time = 0.44
Iter 1460 training loss = 5.363 , time = 0.44
Iter 1480 training loss = 4.866 , time = 0.44
Iter 1500 training loss = 4.253 , time = 0.44
Iter 1520 training loss = 3.725 , time = 0.44
Iter 1540 training loss = 4.386 , time = 0.44
Iter 1560 training loss = 4.881 , time = 0.44
Iter 1580 training loss = 6.053 , time = 0.44
Iter 1600 training loss = 3.733 , time = 0.44
Iter 1620 training loss = 5.561 , time = 0.44
Iter 1640 training loss = 4.786 , time = 0.44
Iter 1660 training loss = 3.635 , time = 0.44
Iter 1680 training loss = 5.337 , time = 0.44
Iter 1700 training loss = 2.668 , time = 0.44
Iter 1720 training loss = 3.759 , time = 0.44
Iter 1740 training loss = 5.279 , time = 0.44
Iter 1760 training loss = 5.106 , time = 0.44
Iter 1780 training loss = 5.936 , time = 0.44
Iter 1800 training loss = 4.412 , time = 0.44
Iter 1820 training loss = 8.983 , time = 0.44
Iter 1840 training loss = 3.485 , time = 0.44
Iter 1860 training loss = 5.142 , time = 0.44
Iter 1880 training loss = 4.649 , time = 0.44
Iter 1900 training loss = 7.409 , time = 0.44
Iter 1920 training loss = 5.056 , time = 0.44
Iter 1940 training loss = 3.800 , time = 0.44
Iter 1960 training loss = 3.554 , time = 0.44
Iter 1980 training loss = 6.009 , time = 0.44
Iter 2000 training loss = 3.339 , time = 0.44
Iter 2020 training loss = 3.475 , time = 0.44
Iter 2040 training loss = 4.338 , time = 0.44
Iter 2060 training loss = 4.069 , time = 0.44
Iter 2080 training loss = 3.883 , time = 0.44
Iter 2100 training loss = 3.531 , time = 0.44
Iter 2120 training loss = 5.678 , time = 0.44
Iter 2140 training loss = 5.368 , time = 0.44
Iter 2160 training loss = 3.853 , time = 0.44
Iter 2180 training loss = 3.965 , time = 0.44
Iter 2200 training loss = 3.464 , time = 0.44
epoch 13 total training loss = 4.519
This is 14-th epoch
learning rate : 0.000229
Iter 0 training loss = 3.957 , time = 0.48
Iter 20 training loss = 4.674 , time = 0.44
Iter 40 training loss = 3.587 , time = 0.44
Iter 60 training loss = 4.842 , time = 0.44
Iter 80 training loss = 3.087 , time = 0.44
Iter 100 training loss = 5.371 , time = 0.44
Iter 120 training loss = 4.328 , time = 0.44
Iter 140 training loss = 4.032 , time = 0.44
Iter 160 training loss = 4.360 , time = 0.44
Iter 180 training loss = 4.062 , time = 0.44
Iter 200 training loss = 5.164 , time = 0.44
Iter 220 training loss = 3.578 , time = 0.44
Iter 240 training loss = 4.203 , time = 0.44
Iter 260 training loss = 5.013 , time = 0.44
Iter 280 training loss = 5.259 , time = 0.45
Iter 300 training loss = 3.698 , time = 0.44
Iter 320 training loss = 3.691 , time = 0.44
Iter 340 training loss = 4.010 , time = 0.44
Iter 360 training loss = 3.979 , time = 0.44
Iter 380 training loss = 4.613 , time = 0.44
Iter 400 training loss = 4.382 , time = 0.44
Iter 420 training loss = 5.167 , time = 0.44
Iter 440 training loss = 4.741 , time = 0.44
Iter 460 training loss = 4.243 , time = 0.44
Iter 480 training loss = 5.718 , time = 0.44
Iter 500 training loss = 5.081 , time = 0.44
Iter 520 training loss = 5.920 , time = 0.44
Iter 540 training loss = 4.945 , time = 0.44
Iter 560 training loss = 4.547 , time = 0.44
Iter 580 training loss = 4.999 , time = 0.44
Iter 600 training loss = 5.497 , time = 0.44
Iter 620 training loss = 3.782 , time = 0.44
Iter 640 training loss = 4.151 , time = 0.44
Iter 660 training loss = 4.919 , time = 0.45
Iter 680 training loss = 7.309 , time = 0.44
Iter 700 training loss = 3.179 , time = 0.44
Iter 720 training loss = 5.525 , time = 0.44
Iter 740 training loss = 4.527 , time = 0.44
Iter 760 training loss = 3.623 , time = 0.44
Iter 780 training loss = 4.453 , time = 0.44
Iter 800 training loss = 4.682 , time = 0.44
Iter 820 training loss = 3.353 , time = 0.44
Iter 840 training loss = 3.774 , time = 0.44
Iter 860 training loss = 5.051 , time = 0.44
Iter 880 training loss = 4.487 , time = 0.44
Iter 900 training loss = 4.790 , time = 0.44
Iter 920 training loss = 2.703 , time = 0.44
Iter 940 training loss = 4.067 , time = 0.44
Iter 960 training loss = 3.644 , time = 0.44
Iter 980 training loss = 4.920 , time = 0.44
Iter 1000 training loss = 5.244 , time = 0.44
Iter 1020 training loss = 3.703 , time = 0.44
Iter 1040 training loss = 4.158 , time = 0.44
Iter 1060 training loss = 3.493 , time = 0.44
Iter 1080 training loss = 5.352 , time = 0.44
Iter 1100 training loss = 3.353 , time = 0.44
Iter 1120 training loss = 3.731 , time = 0.44
Iter 1140 training loss = 3.821 , time = 0.44
Iter 1160 training loss = 3.933 , time = 0.44
Iter 1180 training loss = 4.484 , time = 0.44
Iter 1200 training loss = 4.254 , time = 0.44
Iter 1220 training loss = 4.897 , time = 0.44
Iter 1240 training loss = 4.744 , time = 0.44
Iter 1260 training loss = 4.662 , time = 0.44
Iter 1280 training loss = 4.228 , time = 0.44
Iter 1300 training loss = 5.112 , time = 0.44
Iter 1320 training loss = 4.048 , time = 0.44
Iter 1340 training loss = 4.046 , time = 0.44
Iter 1360 training loss = 3.829 , time = 0.44
Iter 1380 training loss = 3.854 , time = 0.44
Iter 1400 training loss = 4.276 , time = 0.44
Iter 1420 training loss = 3.748 , time = 0.44
Iter 1440 training loss = 3.432 , time = 0.44
Iter 1460 training loss = 5.090 , time = 0.44
Iter 1480 training loss = 4.316 , time = 0.44
Iter 1500 training loss = 4.721 , time = 0.44
Iter 1520 training loss = 5.146 , time = 0.44
Iter 1540 training loss = 2.906 , time = 0.44
Iter 1560 training loss = 4.763 , time = 0.44
Iter 1580 training loss = 4.612 , time = 0.44
Iter 1600 training loss = 3.483 , time = 0.44
Iter 1620 training loss = 3.574 , time = 0.44
Iter 1640 training loss = 4.440 , time = 0.44
Iter 1660 training loss = 3.513 , time = 0.44
Iter 1680 training loss = 5.396 , time = 0.44
Iter 1700 training loss = 4.452 , time = 0.44
Iter 1720 training loss = 4.994 , time = 0.45
Iter 1740 training loss = 4.329 , time = 0.44
Iter 1760 training loss = 4.755 , time = 0.44
Iter 1780 training loss = 3.564 , time = 0.44
Iter 1800 training loss = 3.997 , time = 0.44
Iter 1820 training loss = 3.840 , time = 0.44
Iter 1840 training loss = 4.346 , time = 0.44
Iter 1860 training loss = 5.915 , time = 0.44
Iter 1880 training loss = 4.426 , time = 0.44
Iter 1900 training loss = 5.028 , time = 0.44
Iter 1920 training loss = 3.709 , time = 0.44
Iter 1940 training loss = 4.119 , time = 0.44
Iter 1960 training loss = 4.100 , time = 0.44
Iter 1980 training loss = 4.161 , time = 0.44
Iter 2000 training loss = 4.455 , time = 0.44
Iter 2020 training loss = 3.832 , time = 0.44
Iter 2040 training loss = 5.520 , time = 0.44
Iter 2060 training loss = 3.599 , time = 0.44
Iter 2080 training loss = 3.531 , time = 0.44
Iter 2100 training loss = 5.466 , time = 0.44
Iter 2120 training loss = 5.123 , time = 0.45
Iter 2140 training loss = 5.044 , time = 0.44
Iter 2160 training loss = 6.025 , time = 0.44
Iter 2180 training loss = 4.054 , time = 0.44
Iter 2200 training loss = 5.465 , time = 0.44
epoch 14 total training loss = 4.410
This is 15-th epoch
learning rate : 0.000206
Iter 0 training loss = 4.579 , time = 0.51
Iter 20 training loss = 3.229 , time = 0.44
Iter 40 training loss = 3.482 , time = 0.44
Iter 60 training loss = 5.948 , time = 0.44
Iter 80 training loss = 5.326 , time = 0.44
Iter 100 training loss = 6.152 , time = 0.44
Iter 120 training loss = 4.036 , time = 0.44
Iter 140 training loss = 5.400 , time = 0.44
Iter 160 training loss = 3.939 , time = 0.44
Iter 180 training loss = 4.917 , time = 0.44
Iter 200 training loss = 4.407 , time = 0.44
Iter 220 training loss = 4.157 , time = 0.44
Iter 240 training loss = 4.276 , time = 0.44
Iter 260 training loss = 3.007 , time = 0.44
Iter 280 training loss = 2.787 , time = 0.44
Iter 300 training loss = 6.015 , time = 0.44
Iter 320 training loss = 4.068 , time = 0.45
Iter 340 training loss = 4.895 , time = 0.44
Iter 360 training loss = 5.843 , time = 0.44
Iter 380 training loss = 4.204 , time = 0.44
Iter 400 training loss = 3.701 , time = 0.44
Iter 420 training loss = 6.971 , time = 0.44
Iter 440 training loss = 5.198 , time = 0.44
Iter 460 training loss = 4.230 , time = 0.44
Iter 480 training loss = 3.433 , time = 0.44
Iter 500 training loss = 3.626 , time = 0.44
Iter 520 training loss = 4.867 , time = 0.44
Iter 540 training loss = 4.502 , time = 0.44
Iter 560 training loss = 2.455 , time = 0.44
Iter 580 training loss = 3.734 , time = 0.44
Iter 600 training loss = 4.870 , time = 0.44
Iter 620 training loss = 3.967 , time = 0.44
Iter 640 training loss = 6.135 , time = 0.44
Iter 660 training loss = 5.878 , time = 0.44
Iter 680 training loss = 3.619 , time = 0.44
Iter 700 training loss = 3.686 , time = 0.44
Iter 720 training loss = 3.157 , time = 0.44
Iter 740 training loss = 4.624 , time = 0.44
Iter 760 training loss = 4.625 , time = 0.44
Iter 780 training loss = 4.272 , time = 0.44
Iter 800 training loss = 3.159 , time = 0.44
Iter 820 training loss = 5.332 , time = 0.44
Iter 840 training loss = 4.711 , time = 0.44
Iter 860 training loss = 3.849 , time = 0.44
Iter 880 training loss = 4.178 , time = 0.45
Iter 900 training loss = 5.382 , time = 0.44
Iter 920 training loss = 4.268 , time = 0.44
Iter 940 training loss = 5.069 , time = 0.44
Iter 960 training loss = 4.897 , time = 0.44
Iter 980 training loss = 3.938 , time = 0.44
Iter 1000 training loss = 3.298 , time = 0.44
Iter 1020 training loss = 5.851 , time = 0.44
Iter 1040 training loss = 4.043 , time = 0.44
Iter 1060 training loss = 3.861 , time = 0.44
Iter 1080 training loss = 2.624 , time = 0.44
Iter 1100 training loss = 5.980 , time = 0.44
Iter 1120 training loss = 4.030 , time = 0.44
Iter 1140 training loss = 4.733 , time = 0.44
Iter 1160 training loss = 4.599 , time = 0.44
